,no_mom | subsample | sketch_size = m/4 = 2 | residual_norms (median),no_mom | subsample | sketch_size = m/4 = 2 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m/4 = 2 | residual_norms (3rd quartile),no_mom | subsample | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (median),no_mom | subsample | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (1st quartile),no_mom | subsample | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (3rd quartile),no_mom | count | sketch_size = m/4 = 2 | residual_norms (median),no_mom | count | sketch_size = m/4 = 2 | residual_norms (1st quartile),no_mom | count | sketch_size = m/4 = 2 | residual_norms (3rd quartile),no_mom | count | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (median),no_mom | count | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (1st quartile),no_mom | count | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m/4 = 2 | residual_norms (median),cst_mom | subsample | sketch_size = m/4 = 2 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m/4 = 2 | residual_norms (3rd quartile),cst_mom | subsample | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (median),cst_mom | subsample | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (1st quartile),cst_mom | subsample | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m/4 = 2 | residual_norms (median),cst_mom | count | sketch_size = m/4 = 2 | residual_norms (1st quartile),cst_mom | count | sketch_size = m/4 = 2 | residual_norms (3rd quartile),cst_mom | count | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (median),cst_mom | count | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (1st quartile),cst_mom | count | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m/4 = 2 | residual_norms (median),inc_mom | subsample | sketch_size = m/4 = 2 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m/4 = 2 | residual_norms (3rd quartile),inc_mom | subsample | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (median),inc_mom | subsample | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (1st quartile),inc_mom | subsample | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m/4 = 2 | residual_norms (median),inc_mom | count | sketch_size = m/4 = 2 | residual_norms (1st quartile),inc_mom | count | sketch_size = m/4 = 2 | residual_norms (3rd quartile),inc_mom | count | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (median),inc_mom | count | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (1st quartile),inc_mom | count | sketch_size = m^(2/3) = m/2 = 4 | residual_norms (3rd quartile)
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,0.0066277585272990595,0.00527907933345556,0.008674948393978074,0.0010414588770040964,0.0007792966013353571,0.010906648050691286,0.0012693603735563703,0.0010888026284177907,0.0034773731712332816,0.000923727442995338,0.0007686708413166705,0.0012398218104285974,0.0066277585272990595,0.005279079333455681,0.008674948393978164,0.001041458877004093,0.0007792966013353489,0.010906648050691407,0.0012693603735564377,0.001088802628417843,0.0034773731712333406,0.000923727442995338,0.0007686708413166326,0.0012398218104286594,0.0066277585272990595,0.00527907933345556,0.008674948393978074,0.0010414588770040964,0.0007792966013353571,0.010906648050691286,0.0012693603735563703,0.0010888026284177907,0.0034773731712332816,0.000923727442995338,0.0007686708413166705,0.0012398218104285974
2,0.011103475589171451,0.0023949136999818488,0.016561451654563523,0.0008710559492712516,0.0007075318424059397,0.009724032231035245,0.0010610025255142856,0.0009282067709567305,0.0016234435638089898,0.0007534689891518069,0.0006870545748668742,0.000908468651616847,0.49971518389873093,0.49914475646001233,0.5118576280119584,0.5000588575437844,0.4999748969822255,0.5153315162655576,0.5002534937818872,0.4995478220269952,0.5007669687621266,0.5002129411598066,0.499835382796773,0.5003792650244334,0.011031809827464326,0.007137916513373723,0.015593225068028863,0.00504464344972081,0.004992523130884553,0.014521671521693862,0.005479222681060488,0.004831161356795039,0.005755279024068758,0.005068135150089845,0.004893218395322047,0.0053499816810390335
3,0.026144245198009203,0.01843202873518172,0.09736856480667108,0.004975761759548734,0.0012606324201013396,0.01735379644898711,0.0013506335963983497,0.0008277008476339078,0.002155292158557707,0.000757963562727997,0.0004371669769040134,0.0008737121834714065,0.35898679396889965,0.28192597435421857,0.393992123432793,0.24915394803346586,0.233817397451037,0.25974581219935383,0.2506431980451461,0.24964680601137362,0.25184668664328913,0.25003452166143236,0.24988984907524614,0.25027052393764276,0.026357287586180347,0.01936242400116171,0.09819857165709031,0.004990188664638914,0.0012577669288174696,0.016936928548853113,0.0014188011263421556,0.0008163916349257826,0.0021610605405464433,0.0007735207530175816,0.0004364529060131466,0.0008638747899080657
4,0.008535384964379436,0.00398581372493817,0.05224086434849268,0.003174422422668303,0.00042041726598539703,0.010037224265408642,0.001656396382875757,0.0012703832513714605,0.0019125495811714334,0.0005766425102340924,0.0003327073673123037,0.0010746918736074195,0.11200715797864189,0.05912571793554165,0.13566108960543904,0.13359641905001515,0.12714577414906725,0.15103453680979298,0.12396856964995143,0.1221151954985865,0.12470783758184775,0.12500079516800686,0.12474530712447626,0.12511155903929536,0.00824936443654238,0.0046354738101035235,0.05318776621349731,0.0035345872027709307,0.0006639807700830819,0.010449389036375345,0.0016094199884330736,0.001307215066918699,0.001910539576204939,0.0005938840813436057,0.00035093570129295516,0.0010844627587959957
5,0.012071537918212333,0.0038137512166611983,0.09686636175179214,0.00038066901616960096,0.00012621296066910796,0.00495128643320458,0.001340006159302908,0.0009928977315444146,0.002637061970758111,0.00037628763326994955,0.00018398657349246196,0.0004130911604879533,0.19577690861089933,0.15533309285740715,0.22885115972856318,0.19398934196624895,0.19016873559761147,0.20376342934126232,0.18775376726402235,0.18650022689239534,0.18895995623533235,0.18756172728839382,0.1875008187423344,0.1876622875932512,0.01272750608582358,0.003765990995919506,0.0971528659910377,0.0009862984618173498,0.0003710063929069986,0.005819858561146259,0.001340244095253391,0.0009787168004849838,0.002623744785615261,0.0003922595045318187,0.0002338639506688967,0.00045959129285593544
6,0.016240638479236527,0.011460452610148865,0.09437190851179941,0.0002046830829718058,1.2117280369046736e-05,0.0035439541527053564,0.0012147010298667665,0.0011103511041263428,0.0012892019055091384,0.00034191758634914595,0.00014851010244530498,0.0004211271454382293,0.09405074887962872,0.04506321568162987,0.19693262819663437,0.030899070746952754,0.018140044840201135,0.04116450511085491,0.03107940603813848,0.02857722946236202,0.03262374314537554,0.03128495601810997,0.03118190739918676,0.03164247371396704,0.016001443816519016,0.009777717244893671,0.09842578175386005,0.0002468995772313575,6.677644553607319e-05,0.0032543431614585334,0.0012171482835932486,0.0010945281499142958,0.0013130450241220567,0.00033324919772636944,0.0002150598025711483,0.00042248961513685054
7,0.010613978051571184,0.0048180371431115355,0.028690602650331826,0.0001967114676891211,0.0,0.00582642165936375,0.0014418980349720284,0.0013563653217902386,0.0021233524823238434,0.0001553700352395514,0.00013356169817638485,0.0003304660986110863,0.06351605500775959,0.05612556978893935,0.12599443960773335,0.08204195982303346,0.07344727337714736,0.09138043260324594,0.07756514260733774,0.07656911953073364,0.08089941321644661,0.07824517683194646,0.07751770012611664,0.07844616496867354,0.009568703649136347,0.005093383445816553,0.029008808875349283,0.00028074040786029515,0.0,0.005912213151459108,0.0014643231898551403,0.0013810017624950324,0.002155569909724347,0.00015476982467218408,0.00013742805541161384,0.0003377103832290052
8,0.016593987448632545,0.00723395321007751,0.0467764751303692,5.509234513635263e-05,0.0,0.0031501321624838384,0.0011432046209982859,0.000960387713223239,0.0021233160707354684,0.00014427234382391913,0.00011739287637226247,0.00032439390564002973,0.07342650950982124,0.036424400564924055,0.1393844468566703,0.07045151043184687,0.05986809047310634,0.10769306145265356,0.05523443765395812,0.05376795283804933,0.056752127068109205,0.05470856575393489,0.05440211415575007,0.0551604841050474,0.01565571458423001,0.00792917596182443,0.049401056899828155,0.0005554829647136922,0.0,0.003366091710728315,0.001146040741992712,0.0009560018919267451,0.0020769773521596116,0.00014685751158322052,0.00011641998325360704,0.0003314068872042413
9,0.011316956404501092,0.002284167096065587,0.023110369184934403,4.6008669506664996e-05,0.0,0.0010510391819058098,0.0011886018371515174,0.0008250802568145317,0.0025199319656493977,5.9661630109760495e-05,2.8193265636054846e-05,0.00019643946961949688,0.029596192074857454,0.01742894760532617,0.0689095369693018,0.013606489314316784,0.009912776104176076,0.014993210512684483,0.010962821170696127,0.010862913256863506,0.01323513865293675,0.011757512107117899,0.011381527988204198,0.011900613864013922,0.01154997338758877,0.003267995569213376,0.023656791191882843,0.0002701145834512921,0.0,0.001366147989693688,0.0011887034852512777,0.000825890125943077,0.0025634843313010677,7.334941904915335e-05,2.8571040405687905e-05,0.00023229849748495693
